"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","QUESTION__C","COLOR__C","RATING_DESCRIPTION__C","RATING__C","SCORE__C","QT__C","SHOW_EXTRA_FIELDS__C","SHOW_THESE_FIELDS__C","SORT_ORDER__C"
"a0Y110000008xmrEAA","false","4113","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33UEAS","orange","This level indicates a child with few spiritual or religious strengths. Child may have little contact with religious institutions.","2","2.0","SPIRITUAL/RELIGIOUS","false","",""
"a0Y110000008xmsEAA","false","4114","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33UEAS","red","This level indicates a child with no known spiritual or religious involvement.","3","6.0","SPIRITUAL/RELIGIOUS","false","",""
"a0Y110000008xmtEAA","false","4115","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33vEAC","green","There is no evidence that youth?s parents have ever engaged in criminal behavior.","0","0.0","PARENTAL CRIMINAL BEHAVIOR (birth parents & legal guardians only)","false","",""
"a0Y110000008xmuEAA","false","4116","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33vEAC","yellow","One of youth?s parents has a history of criminal behavior but youth has not been in contact with this parent for at least one year.","1","1.0","PARENTAL CRIMINAL BEHAVIOR (birth parents & legal guardians only)","false","",""
"a0Y110000008xmvEAA","false","4117","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33vEAC","orange","One of youth?s parents has a history of criminal behavior resulting in a conviction or incarceration and youth has been in contact with this parent in the past year.","2","2.0","PARENTAL CRIMINAL BEHAVIOR (birth parents & legal guardians only)","false","",""
"a0Y110000008xmwEAA","false","4118","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33vEAC","red","Both of youth?s parents have history of criminal behavior resulting in incarceration.","3","6.0","PARENTAL CRIMINAL BEHAVIOR (birth parents & legal guardians only)","false","",""
"a0Y110000008xmxEAA","false","4119","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33VEAS","green","This level indicates a child with extensive and substantial long-term ties with the community. For example, individual may be a member of a community group (e.g. Girl or Boy Scout etc.) for more than one year, may be widely accepted by neighbors, or involved in other community activities, informal networks, etc.","0","0.0","COMMUNITY LIFE","false","",""
"a0Y110000008xmyEAA","false","4120","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33VEAS","yellow","This level indicates a child with significant community ties although they may be relatively short term (e.g. past year).","1","1.0","COMMUNITY LIFE","false","",""
"a0Y110000008xmzEAA","false","4121","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","005U0000001BHukIAG","2014-02-28T00:25:02.000Z","a0Z11000000D33VEAS","orange","This level indicates a child with limited ties and/or supports from the community.","2","2.0","COMMUNITY LIFE","false","",""
"a0Y110000008xn0EAA","false","4122","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33VEAS","red","This level indicates a child with no known ties or supports from the community.","3","6.0","COMMUNITY LIFE","false","",""
"a0Y110000008xn1EAA","false","4123","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33wEAC","green","There is no evidence that the child has experienced disruptions in caregiving and/or attachment losses.","0","0.0","DISRUPTIONS IN CAREGIVING/ATTACHMENT LOSSES","false","",""
"a0Y110000008xn2EAA","false","4124","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33wEAC","yellow","Child may have experienced one disruption in caregiving but was placed with a familiar alternative caregiver, such as a relative (i.e., child?s care shifted from biological mother to paternal grandmother).
Child may or may not have had ongoing contact with primary attachment figure(s) during this disruption. Shift in caregiving may be temporary or permanent.","1","1.0","DISRUPTIONS IN CAREGIVING/ATTACHMENT LOSSES","false","",""
"a0Y110000008xn3EAA","false","4125","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33wEAC","orange","Child has been exposed to 2 or more disruptions in caregiving with known alternate caregivers, or the child has had at least one disruption involving placement with an unknown caregiver. Children who have been placed in foster or other out-of-home care such as residential care facilities would be rated here.","2","2.0","DISRUPTIONS IN CAREGIVING/ATTACHMENT LOSSES","false","",""
"a0Y110000008xn4EAA","false","4126","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33wEAC","red","Child has been exposed to multiple/repeated placement changes (i.e., 3+ placements with a known caregiver or 2+ with unknown caregiver) resulting in caregiving disruptions in a way that has negatively impacted various domains of a child's life (i.e., loss of community, school placement, peer group). Examples would include a child in several short-term unknown placements (i.e., moved from emergency foster care to additional foster care placements and/or multiple transitions in and out of the family-of-origin (i.e., several cycles of removal and reunification).","3","6.0","DISRUPTIONS IN CAREGIVING/ATTACHMENT LOSSES","false","",""
"a0Y110000008xn5EAA","false","4127","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33WEAS","green","This level indicates a child who has very stable relationships. Family members, friends, and community have been stable for most of his/her life and are likely to remain so in the foreseeable future. Child is involved with both parents.","0","0.0","RELATIONSHIP PERMANENCE","false","",""
"a0Y110000008xn6EAA","false","4128","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33WEAS","yellow","This level indicates a child who has had stable relationships but there is some concern about instability in the near future (one year) due to transitions, illness, or age. A child who has a stable relationship with only one parent may be rated here.","1","1.0","RELATIONSHIP PERMANENCE","false","",""
"a0Y110000008xn7EAA","false","4129","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33WEAS","orange","This level indicates a child who has had at least one stable relationship over his/her lifetime but has experienced other instability through factors such as divorce, moving, removal from home, and death.","2","2.0","RELATIONSHIP PERMANENCE","false","",""
"a0Y110000008xn8EAA","false","4130","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33WEAS","red","This level indicates a child who does not have any stability in relationships.","3","6.0","RELATIONSHIP PERMANENCE","false","",""
"a0Y110000008xn9EAA","false","4131","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","005U0000001BHukIAG","2014-02-28T00:25:03.000Z","a0Z11000000D33xEAC","","","Presents a Risk","","Manages their own finances","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnAEAQ","false","4132","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33xEAC","","","Does Not Present a Risk","","Manages their own finances","false","","2.0"
"a0Y110000008xnBEAQ","false","4133","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33XEAS","green","Child is able to recognize and uses his/her strengths for healthy development and problem solving.","0","0.0","RESILIENCE","false","",""
"a0Y110000008xnCEAQ","false","4134","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33XEAS","yellow","Child recognizes his/her strengths but is not yet able to use them in support of his/her healthy development or problem solving.","1","1.0","RESILIENCE","false","",""
"a0Y110000008xnDEAQ","false","4135","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33XEAS","orange","Child has limited ability to recognize and use his/her strengths to support healthy development and/or problem solving.","2","2.0","RESILIENCE","false","",""
"a0Y110000008xnEEAQ","false","4136","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33XEAS","red","Child fails to recognize his/her strengths and is therefore unable to utilize them.","3","6.0","RESILIENCE","false","",""
"a0Y110000008xnFEAQ","false","4137","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33yEAC","","","Presents a Risk","","Recognizes mismanagement of finances","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnGEAQ","false","4138","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33yEAC","","","Does Not Present a Risk","","Recognizes mismanagement of finances","false","","2.0"
"a0Y110000008xnHEAQ","false","4139","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33YEAS","","","Presents a Risk","","Pedestrian safety skills","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnIEAQ","false","4140","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33YEAS","","","Does Not Present a Risk","","Pedestrian safety skills","false","","2.0"
"a0Y110000008xnJEAQ","false","4141","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","005U0000001BHukIAG","2014-02-28T00:25:05.000Z","a0Z11000000D33zEAC","","","Presents a Risk","","Reports mismanagement of finances","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xneEAA","false","4162","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D348EAC","","","Does Not Present a Risk","","PICA","false","","2.0"
"a0Y110000008xnfEAA","false","4163","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D349EAC","","","Presents a Risk","","Skin Breakdown","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xngEAA","false","4164","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D349EAC","","","Does Not Present a Risk","","Skin Breakdown","false","","2.0"
"a0Y110000008xnhEAA","false","4165","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34aEAC","","","Presents a Risk","","Access to appliances/machinery","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xniEAA","false","4166","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34aEAC","","","Does Not Present a Risk","","Access to appliances/machinery","false","","2.0"
"a0Y110000008xnjEAA","false","4167","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34AEAS","","","Presents a Risk","","Choking /Aspiration","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnkEAA","false","4168","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34AEAS","","","Does Not Present a Risk","","Choking /Aspiration","false","","2.0"
"a0Y110000008xnlEAA","false","4169","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34bEAC","","","Presents a Risk","","Responds to emergency situations","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnmEAA","false","4170","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34bEAC","","","Does Not Present a Risk","","Responds to emergency situations","false","","2.0"
"a0Y110000008xnnEAA","false","4171","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34BEAS","","","Presents a Risk","","Constipation","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnoEAA","false","4172","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34BEAS","","","Does Not Present a Risk","","Constipation","false","","2.0"
"a0Y110000008xnpEAA","false","4173","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34cEAC","","","Presents a Risk","","Informs support person of plans when leaving home/area","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnqEAA","false","4174","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34cEAC","","","Does Not Present a Risk","","Informs support person of plans when leaving home/area","false","","2.0"
"a0Y110000008xnrEAA","false","4175","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34CEAS","","","Presents a Risk","","Dehydration","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xnsEAA","false","4176","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","005U0000001BHukIAG","2014-02-28T00:25:07.000Z","a0Z11000000D34CEAS","","","Does Not Present a Risk","","Dehydration","false","","2.0"
